state,type,commodity,date,production
Pulau Pinang,non_metallic,sand_and_gravel,1/1/18,18000
Pulau Pinang,non_metallic,sand_and_gravel,1/1/19,320830
Pulau Pinang,non_metallic,sand_and_gravel,1/1/20,0
Pulau Pinang,non_metallic,sand_and_gravel,1/1/21,0
Pulau Pinang,non_metallic,silica,1/1/16,0
Pulau Pinang,non_metallic,silica,1/1/17,0
Pulau Pinang,non_metallic,silica,1/1/18,0
Pulau Pinang,non_metallic,silica,1/1/19,0
Pulau Pinang,non_metallic,silica,1/1/20,0
Pulau Pinang,non_metallic,silica,1/1/21,0
Sabah,energy,coal,1/1/16,0
Sabah,energy,coal,1/1/17,0
Sabah,energy,coal,1/1/18,0
Sabah,energy,coal,1/1/19,0
Sabah,energy,coal,1/1/20,0
Sabah,energy,coal,1/1/21,0
Sabah,metallic,bauxite,1/1/16,0
Sabah,metallic,bauxite,1/1/17,0
Sabah,metallic,bauxite,1/1/18,0
Sabah,metallic,bauxite,1/1/19,0
Sabah,metallic,bauxite,1/1/20,0
Sabah,metallic,bauxite,1/1/21,0
Sabah,metallic,gold,1/1/16,0
Sabah,metallic,gold,1/1/17,0
Sabah,metallic,gold,1/1/18,92954
Sabah,metallic,gold,1/1/19,513463
Sabah,metallic,gold,1/1/20,347612
Sabah,metallic,gold,1/1/21,559822
Sabah,metallic,ilmenite,1/1/16,0
Sabah,metallic,ilmenite,1/1/17,0
Sabah,metallic,ilmenite,1/1/18,0
Sabah,metallic,ilmenite,1/1/19,0
Sabah,metallic,ilmenite,1/1/20,0
Sabah,metallic,ilmenite,1/1/21,0
Sabah,metallic,iron_ore,1/1/16,0
Sabah,metallic,iron_ore,1/1/17,0
Sabah,metallic,iron_ore,1/1/18,0
Sabah,metallic,iron_ore,1/1/19,0
Sabah,metallic,iron_ore,1/1/20,0
Sabah,metallic,iron_ore,1/1/21,0
Sabah,metallic,manganese,1/1/16,0
Sabah,metallic,manganese,1/1/17,0
Sabah,metallic,manganese,1/1/18,0
Sabah,metallic,manganese,1/1/19,0
Sabah,metallic,manganese,1/1/20,0
Sabah,metallic,manganese,1/1/21,0
Sabah,metallic,monazite,1/1/16,0
Sabah,metallic,monazite,1/1/17,0
Sabah,metallic,monazite,1/1/18,0
Sabah,metallic,monazite,1/1/19,0
Sabah,metallic,monazite,1/1/20,0
Sabah,metallic,monazite,1/1/21,0
Sabah,metallic,rutile,1/1/16,0
Sabah,metallic,rutile,1/1/17,0
Sabah,metallic,rutile,1/1/18,0
Sabah,metallic,rutile,1/1/19,0
Sabah,metallic,rutile,1/1/20,0
Sabah,metallic,rutile,1/1/21,0
Sabah,metallic,silver,1/1/16,0
Sabah,metallic,silver,1/1/17,0
Sabah,metallic,silver,1/1/18,0
Sabah,metallic,silver,1/1/19,0
Sabah,metallic,silver,1/1/20,0
Sabah,metallic,silver,1/1/21,0
Sabah,metallic,struverite,1/1/16,0
Sabah,metallic,struverite,1/1/17,0
Sabah,metallic,struverite,1/1/18,0
Sabah,metallic,struverite,1/1/19,0
Sabah,metallic,struverite,1/1/20,0
Sabah,metallic,struverite,1/1/21,0
Sabah,metallic,tin_ore,1/1/16,0
Sabah,metallic,tin_ore,1/1/17,0
Sabah,metallic,tin_ore,1/1/18,0
Sabah,metallic,tin_ore,1/1/19,0
Sabah,metallic,tin_ore,1/1/20,0
Sabah,metallic,tin_ore,1/1/21,0
Sabah,metallic,xenotime,1/1/16,0
Sabah,metallic,xenotime,1/1/17,0
Sabah,metallic,xenotime,1/1/18,0
Sabah,metallic,xenotime,1/1/19,0
Sabah,metallic,xenotime,1/1/20,0
Sabah,metallic,xenotime,1/1/21,0
Sabah,metallic,zircon,1/1/16,0
Sabah,metallic,zircon,1/1/17,0
Sabah,metallic,zircon,1/1/18,0
Sabah,metallic,zircon,1/1/19,0
Sabah,metallic,zircon,1/1/20,0
Sabah,metallic,zircon,1/1/21,0
Sabah,non_metallic,aggregates,1/1/16,30556515
Sabah,non_metallic,aggregates,1/1/17,6299929
Sabah,non_metallic,aggregates,1/1/18,5349649
Sabah,non_metallic,aggregates,1/1/19,5700913
Sabah,non_metallic,aggregates,1/1/20,5562509
Sabah,non_metallic,aggregates,1/1/21,4084314
Sabah,non_metallic,clay,1/1/16,794309
Sabah,non_metallic,clay,1/1/17,338794
Sabah,non_metallic,clay,1/1/18,338967
Sabah,non_metallic,clay,1/1/19,282839
Sabah,non_metallic,clay,1/1/20,134163
Sabah,non_metallic,clay,1/1/21,176676
Sabah,non_metallic,earth_materials,1/1/16,2223740
Sabah,non_metallic,earth_materials,1/1/17,654854
Sabah,non_metallic,earth_materials,1/1/18,2693353
Sabah,non_metallic,earth_materials,1/1/19,577094
Sabah,non_metallic,earth_materials,1/1/20,5880
Sabah,non_metallic,earth_materials,1/1/21,1232710
Sabah,non_metallic,feldspar,1/1/16,0
Sabah,non_metallic,feldspar,1/1/17,0
Sabah,non_metallic,feldspar,1/1/18,0
Sabah,non_metallic,feldspar,1/1/19,0
Sabah,non_metallic,feldspar,1/1/20,0
Sabah,non_metallic,feldspar,1/1/21,0
Sabah,non_metallic,kaolin,1/1/16,0
Sabah,non_metallic,kaolin,1/1/17,0
Sabah,non_metallic,kaolin,1/1/18,0
Sabah,non_metallic,kaolin,1/1/19,0
Sabah,non_metallic,kaolin,1/1/20,0
Sabah,non_metallic,kaolin,1/1/21,0
Sabah,non_metallic,limestone,1/1/16,1524027
Sabah,non_metallic,limestone,1/1/17,177517
Sabah,non_metallic,limestone,1/1/18,0
Sabah,non_metallic,limestone,1/1/19,0
Sabah,non_metallic,limestone,1/1/20,0
Sabah,non_metallic,limestone,1/1/21,0
Sabah,non_metallic,mica,1/1/16,0
Sabah,non_metallic,mica,1/1/17,0
Sabah,non_metallic,mica,1/1/18,0
Sabah,non_metallic,mica,1/1/19,0
Sabah,non_metallic,mica,1/1/20,0
Sabah,non_metallic,mica,1/1/21,0
Sabah,non_metallic,sand_and_gravel,1/1/16,5269122
Sabah,non_metallic,sand_and_gravel,1/1/17,696298
Sabah,non_metallic,sand_and_gravel,1/1/18,1468436
Sabah,non_metallic,sand_and_gravel,1/1/19,1190847
Sabah,non_metallic,sand_and_gravel,1/1/20,524399
Sabah,non_metallic,sand_and_gravel,1/1/21,380143
Sabah,non_metallic,silica,1/1/16,0
Sabah,non_metallic,silica,1/1/17,0
Sabah,non_metallic,silica,1/1/18,0
Sabah,non_metallic,silica,1/1/19,0
Sabah,non_metallic,silica,1/1/20,0
Sabah,non_metallic,silica,1/1/21,0
Sarawak,energy,coal,1/1/16,2414765
Sarawak,energy,coal,1/1/17,2988212
Sarawak,energy,coal,1/1/18,2652813
Sarawak,energy,coal,1/1/19,3459122
Sarawak,energy,coal,1/1/20,2978248
Sarawak,energy,coal,1/1/21,2978248
Sarawak,metallic,bauxite,1/1/16,0
Sarawak,metallic,bauxite,1/1/17,0
Sarawak,metallic,bauxite,1/1/18,0
Sarawak,metallic,bauxite,1/1/19,0
Sarawak,metallic,bauxite,1/1/20,0
Sarawak,metallic,bauxite,1/1/21,0
Sarawak,metallic,gold,1/1/16,21682
Sarawak,metallic,gold,1/1/17,0
Sarawak,metallic,gold,1/1/18,0
Sarawak,metallic,gold,1/1/19,0
Sarawak,metallic,gold,1/1/20,0
Sarawak,metallic,gold,1/1/21,0
Sarawak,metallic,ilmenite,1/1/16,0
Sarawak,metallic,ilmenite,1/1/17,0
Sarawak,metallic,ilmenite,1/1/18,0
Sarawak,metallic,ilmenite,1/1/19,0
Sarawak,metallic,ilmenite,1/1/20,0
Sarawak,metallic,ilmenite,1/1/21,0
Sarawak,metallic,iron_ore,1/1/16,193608
Sarawak,metallic,iron_ore,1/1/17,0
Sarawak,metallic,iron_ore,1/1/18,0
Sarawak,metallic,iron_ore,1/1/19,0
Sarawak,metallic,iron_ore,1/1/20,0
Sarawak,metallic,iron_ore,1/1/21,0
Sarawak,metallic,manganese,1/1/16,0
Sarawak,metallic,manganese,1/1/17,0
Sarawak,metallic,manganese,1/1/18,0
Sarawak,metallic,manganese,1/1/19,0
Sarawak,metallic,manganese,1/1/20,0
Sarawak,metallic,manganese,1/1/21,0
Sarawak,metallic,monazite,1/1/16,0
Sarawak,metallic,monazite,1/1/17,0
Sarawak,metallic,monazite,1/1/18,0
Sarawak,metallic,monazite,1/1/19,0
Sarawak,metallic,monazite,1/1/20,0
Sarawak,metallic,monazite,1/1/21,0
Sarawak,metallic,rutile,1/1/16,0
Sarawak,metallic,rutile,1/1/17,0
Sarawak,metallic,rutile,1/1/18,0
Sarawak,metallic,rutile,1/1/19,0
Sarawak,metallic,rutile,1/1/20,0
Sarawak,metallic,rutile,1/1/21,0
Sarawak,metallic,silver,1/1/16,0
Sarawak,metallic,silver,1/1/17,0
Sarawak,metallic,silver,1/1/18,0
Sarawak,metallic,silver,1/1/19,0
Sarawak,metallic,silver,1/1/20,0
Sarawak,metallic,silver,1/1/21,0
Sarawak,metallic,struverite,1/1/16,0
Sarawak,metallic,struverite,1/1/17,0
Sarawak,metallic,struverite,1/1/18,0
Sarawak,metallic,struverite,1/1/19,0
Sarawak,metallic,struverite,1/1/20,0
Sarawak,metallic,struverite,1/1/21,0
Sarawak,metallic,tin_ore,1/1/16,9
Sarawak,metallic,tin_ore,1/1/17,0
Sarawak,metallic,tin_ore,1/1/18,0
Sarawak,metallic,tin_ore,1/1/19,0
Sarawak,metallic,tin_ore,1/1/20,0
Sarawak,metallic,tin_ore,1/1/21,0
Sarawak,metallic,xenotime,1/1/16,0
Sarawak,metallic,xenotime,1/1/17,0
Sarawak,metallic,xenotime,1/1/18,0
Sarawak,metallic,xenotime,1/1/19,0
Sarawak,metallic,xenotime,1/1/20,0
Sarawak,metallic,xenotime,1/1/21,0
Sarawak,metallic,zircon,1/1/16,0
Sarawak,metallic,zircon,1/1/17,0
Sarawak,metallic,zircon,1/1/18,0
Sarawak,metallic,zircon,1/1/19,0
Sarawak,metallic,zircon,1/1/20,0
Sarawak,metallic,zircon,1/1/21,0
Sarawak,non_metallic,aggregates,1/1/16,4631897
Sarawak,non_metallic,aggregates,1/1/17,13659129
Sarawak,non_metallic,aggregates,1/1/18,19602440
Sarawak,non_metallic,aggregates,1/1/19,17361009
Sarawak,non_metallic,aggregates,1/1/20,13056224
Sarawak,non_metallic,aggregates,1/1/21,16490253
Sarawak,non_metallic,clay,1/1/16,26415
Sarawak,non_metallic,clay,1/1/17,723010
Sarawak,non_metallic,clay,1/1/18,728614
Sarawak,non_metallic,clay,1/1/19,689468
Sarawak,non_metallic,clay,1/1/20,485939
Sarawak,non_metallic,clay,1/1/21,435136
Sarawak,non_metallic,earth_materials,1/1/16,1350827
Sarawak,non_metallic,earth_materials,1/1/17,1038664
Sarawak,non_metallic,earth_materials,1/1/18,1358926
Sarawak,non_metallic,earth_materials,1/1/19,1576398
Sarawak,non_metallic,earth_materials,1/1/20,2301973
Sarawak,non_metallic,earth_materials,1/1/21,500450
Sarawak,non_metallic,feldspar,1/1/16,0
Sarawak,non_metallic,feldspar,1/1/17,0
Sarawak,non_metallic,feldspar,1/1/18,0
Sarawak,non_metallic,feldspar,1/1/19,0
Sarawak,non_metallic,feldspar,1/1/20,0
Sarawak,non_metallic,feldspar,1/1/21,0
Sarawak,non_metallic,kaolin,1/1/16,0
Sarawak,non_metallic,kaolin,1/1/17,0
Sarawak,non_metallic,kaolin,1/1/18,0
Sarawak,non_metallic,kaolin,1/1/19,0
Sarawak,non_metallic,kaolin,1/1/20,0
Sarawak,non_metallic,kaolin,1/1/21,0
Sarawak,non_metallic,limestone,1/1/16,0
Sarawak,non_metallic,limestone,1/1/17,7897003
Sarawak,non_metallic,limestone,1/1/18,9137979
Sarawak,non_metallic,limestone,1/1/19,9482764
Sarawak,non_metallic,limestone,1/1/20,625960
Sarawak,non_metallic,limestone,1/1/21,692791
Sarawak,non_metallic,mica,1/1/16,0
Sarawak,non_metallic,mica,1/1/17,0
Sarawak,non_metallic,mica,1/1/18,0
Sarawak,non_metallic,mica,1/1/19,0
Sarawak,non_metallic,mica,1/1/20,0
Sarawak,non_metallic,mica,1/1/21,0
Sarawak,non_metallic,sand_and_gravel,1/1/16,622757
Sarawak,non_metallic,sand_and_gravel,1/1/17,2637751
Sarawak,non_metallic,sand_and_gravel,1/1/18,2830907
Sarawak,non_metallic,sand_and_gravel,1/1/19,2500636
Sarawak,non_metallic,sand_and_gravel,1/1/20,2408857
Sarawak,non_metallic,sand_and_gravel,1/1/21,3495736
Sarawak,non_metallic,silica,1/1/16,82153
Sarawak,non_metallic,silica,1/1/17,88875
Sarawak,non_metallic,silica,1/1/18,17892
Sarawak,non_metallic,silica,1/1/19,0
Sarawak,non_metallic,silica,1/1/20,0
Sarawak,non_metallic,silica,1/1/21,68
Selangor,energy,coal,1/1/16,0
Selangor,energy,coal,1/1/17,0
Selangor,energy,coal,1/1/18,0
Selangor,energy,coal,1/1/19,0
Selangor,energy,coal,1/1/20,0
Selangor,energy,coal,1/1/21,0
Selangor,metallic,bauxite,1/1/16,0
Selangor,metallic,bauxite,1/1/17,0
Selangor,metallic,bauxite,1/1/18,0
Selangor,metallic,bauxite,1/1/19,0
Selangor,metallic,bauxite,1/1/20,0
Selangor,metallic,bauxite,1/1/21,0
Selangor,metallic,gold,1/1/16,0
Selangor,metallic,gold,1/1/17,0
Selangor,metallic,gold,1/1/18,0
Selangor,metallic,gold,1/1/19,0
Selangor,metallic,gold,1/1/20,0
Selangor,metallic,gold,1/1/21,0
Selangor,metallic,ilmenite,1/1/16,0
Selangor,metallic,ilmenite,1/1/17,0
Selangor,metallic,ilmenite,1/1/18,0
Selangor,metallic,ilmenite,1/1/19,0
Selangor,metallic,ilmenite,1/1/20,0
Selangor,metallic,ilmenite,1/1/21,0
Selangor,metallic,iron_ore,1/1/16,0
Selangor,metallic,iron_ore,1/1/17,0
Selangor,metallic,iron_ore,1/1/18,0
Selangor,metallic,iron_ore,1/1/19,0
Selangor,metallic,iron_ore,1/1/20,0
Selangor,metallic,iron_ore,1/1/21,0
Selangor,metallic,manganese,1/1/16,0
Selangor,metallic,manganese,1/1/17,0
Selangor,metallic,manganese,1/1/18,0
Selangor,metallic,manganese,1/1/19,0
Selangor,metallic,manganese,1/1/20,0
Selangor,metallic,manganese,1/1/21,0
Selangor,metallic,monazite,1/1/16,0
Selangor,metallic,monazite,1/1/17,0
Selangor,metallic,monazite,1/1/18,0
Selangor,metallic,monazite,1/1/19,0
Selangor,metallic,monazite,1/1/20,0
Selangor,metallic,monazite,1/1/21,0
Selangor,metallic,rutile,1/1/16,0
Selangor,metallic,rutile,1/1/17,0
Selangor,metallic,rutile,1/1/18,0
Selangor,metallic,rutile,1/1/19,0
Selangor,metallic,rutile,1/1/20,0
Selangor,metallic,rutile,1/1/21,0
Selangor,metallic,silver,1/1/16,0
Selangor,metallic,silver,1/1/17,0
Selangor,metallic,silver,1/1/18,0
Selangor,metallic,silver,1/1/19,0
Selangor,metallic,silver,1/1/20,0
Selangor,metallic,silver,1/1/21,0
Selangor,metallic,struverite,1/1/16,0
Selangor,metallic,struverite,1/1/17,0
Selangor,metallic,struverite,1/1/18,0
Selangor,metallic,struverite,1/1/19,0
Selangor,metallic,struverite,1/1/20,0
Selangor,metallic,struverite,1/1/21,0
Selangor,metallic,tin_ore,1/1/16,0
Selangor,metallic,tin_ore,1/1/17,0
Selangor,metallic,tin_ore,1/1/18,13
Selangor,metallic,tin_ore,1/1/19,4
Selangor,metallic,tin_ore,1/1/20,16
Selangor,metallic,tin_ore,1/1/21,114
Selangor,metallic,xenotime,1/1/16,0
Selangor,metallic,xenotime,1/1/17,0
Selangor,metallic,xenotime,1/1/18,0
Selangor,metallic,xenotime,1/1/19,0
Selangor,metallic,xenotime,1/1/20,0
Selangor,metallic,xenotime,1/1/21,0
Selangor,metallic,zircon,1/1/16,0
Selangor,metallic,zircon,1/1/17,0
Selangor,metallic,zircon,1/1/18,0
Selangor,metallic,zircon,1/1/19,0
Selangor,metallic,zircon,1/1/20,0
Selangor,metallic,zircon,1/1/21,0
Selangor,non_metallic,aggregates,1/1/16,6178722
Selangor,non_metallic,aggregates,1/1/17,27612428
Selangor,non_metallic,aggregates,1/1/18,31049704
Selangor,non_metallic,aggregates,1/1/19,32066318
Selangor,non_metallic,aggregates,1/1/20,24937522
Selangor,non_metallic,aggregates,1/1/21,23992591
Selangor,non_metallic,clay,1/1/16,399857
Selangor,non_metallic,clay,1/1/17,948158
Selangor,non_metallic,clay,1/1/18,686510
Selangor,non_metallic,clay,1/1/19,1467392
Selangor,non_metallic,clay,1/1/20,648039
Selangor,non_metallic,clay,1/1/21,855259
Selangor,non_metallic,earth_materials,1/1/16,3247949
Selangor,non_metallic,earth_materials,1/1/17,5375718
Selangor,non_metallic,earth_materials,1/1/18,3463350
Selangor,non_metallic,earth_materials,1/1/19,2297604
Selangor,non_metallic,earth_materials,1/1/20,2148817
Selangor,non_metallic,earth_materials,1/1/21,2298827
Selangor,non_metallic,feldspar,1/1/16,0
Selangor,non_metallic,feldspar,1/1/17,0
Selangor,non_metallic,feldspar,1/1/18,0
Selangor,non_metallic,feldspar,1/1/19,0
Selangor,non_metallic,feldspar,1/1/20,0
Selangor,non_metallic,feldspar,1/1/21,0
Selangor,non_metallic,kaolin,1/1/16,0
Selangor,non_metallic,kaolin,1/1/17,0
Selangor,non_metallic,kaolin,1/1/18,0
Selangor,non_metallic,kaolin,1/1/19,0
Selangor,non_metallic,kaolin,1/1/20,0
Selangor,non_metallic,kaolin,1/1/21,0
Selangor,non_metallic,limestone,1/1/16,0
Selangor,non_metallic,limestone,1/1/17,3165004
Selangor,non_metallic,limestone,1/1/18,3216722
Selangor,non_metallic,limestone,1/1/19,1590000
Selangor,non_metallic,limestone,1/1/20,0
Selangor,non_metallic,limestone,1/1/21,0
Selangor,non_metallic,mica,1/1/16,0
Selangor,non_metallic,mica,1/1/17,0
Selangor,non_metallic,mica,1/1/18,0
Selangor,non_metallic,mica,1/1/19,0
Selangor,non_metallic,mica,1/1/20,0
Selangor,non_metallic,mica,1/1/21,0
Selangor,non_metallic,sand_and_gravel,1/1/16,421665
Selangor,non_metallic,sand_and_gravel,1/1/17,12673624
Selangor,non_metallic,sand_and_gravel,1/1/18,7159325
Selangor,non_metallic,sand_and_gravel,1/1/19,13613876
Selangor,non_metallic,sand_and_gravel,1/1/20,8246297
Selangor,non_metallic,sand_and_gravel,1/1/21,10010002
Selangor,non_metallic,silica,1/1/16,0
Selangor,non_metallic,silica,1/1/17,0
Selangor,non_metallic,silica,1/1/18,58324
Selangor,non_metallic,silica,1/1/19,113400
Selangor,non_metallic,silica,1/1/20,63000
Selangor,non_metallic,silica,1/1/21,2207048
Terengganu,energy,coal,1/1/16,0
Terengganu,energy,coal,1/1/17,0
Terengganu,energy,coal,1/1/18,0
Terengganu,energy,coal,1/1/19,0
Terengganu,energy,coal,1/1/20,0
Terengganu,energy,coal,1/1/21,0
Terengganu,metallic,bauxite,1/1/16,0
Terengganu,metallic,bauxite,1/1/17,0
Terengganu,metallic,bauxite,1/1/18,0
Terengganu,metallic,bauxite,1/1/19,0
Terengganu,metallic,bauxite,1/1/20,0
Terengganu,metallic,bauxite,1/1/21,0
Terengganu,metallic,gold,1/1/16,0
Terengganu,metallic,gold,1/1/17,4382
Terengganu,metallic,gold,1/1/18,0
Terengganu,metallic,gold,1/1/19,313
Terengganu,metallic,gold,1/1/20,97
Terengganu,metallic,gold,1/1/21,377
Terengganu,metallic,ilmenite,1/1/16,0
Terengganu,metallic,ilmenite,1/1/17,0
Terengganu,metallic,ilmenite,1/1/18,0
Terengganu,metallic,ilmenite,1/1/19,0
Terengganu,metallic,ilmenite,1/1/20,0
Terengganu,metallic,ilmenite,1/1/21,0
Terengganu,metallic,iron_ore,1/1/16,0
Terengganu,metallic,iron_ore,1/1/17,734669
Terengganu,metallic,iron_ore,1/1/18,717870
Terengganu,metallic,iron_ore,1/1/19,779400
Terengganu,metallic,iron_ore,1/1/20,1021005
Terengganu,metallic,iron_ore,1/1/21,1516052
Terengganu,metallic,manganese,1/1/16,0
Terengganu,metallic,manganese,1/1/17,0
Terengganu,metallic,manganese,1/1/18,0
Terengganu,metallic,manganese,1/1/19,0
Terengganu,metallic,manganese,1/1/20,0
Terengganu,metallic,manganese,1/1/21,0
Terengganu,metallic,monazite,1/1/16,0
Terengganu,metallic,monazite,1/1/17,0
Terengganu,metallic,monazite,1/1/18,0
Terengganu,metallic,monazite,1/1/19,0
Terengganu,metallic,monazite,1/1/20,0
Terengganu,metallic,monazite,1/1/21,0
Terengganu,metallic,rutile,1/1/16,0
Terengganu,metallic,rutile,1/1/17,0
Terengganu,metallic,rutile,1/1/18,0
Terengganu,metallic,rutile,1/1/19,0
Terengganu,metallic,rutile,1/1/20,0
Terengganu,metallic,rutile,1/1/21,0
Terengganu,metallic,silver,1/1/16,0
Terengganu,metallic,silver,1/1/17,0
Terengganu,metallic,silver,1/1/18,0
Terengganu,metallic,silver,1/1/19,0
Terengganu,metallic,silver,1/1/20,0
Terengganu,metallic,silver,1/1/21,0
Terengganu,metallic,struverite,1/1/16,0
Terengganu,metallic,struverite,1/1/17,0
Terengganu,metallic,struverite,1/1/18,0
Terengganu,metallic,struverite,1/1/19,0
Terengganu,metallic,struverite,1/1/20,0
Terengganu,metallic,struverite,1/1/21,0
Terengganu,metallic,tin_ore,1/1/16,0
Terengganu,metallic,tin_ore,1/1/17,0
Terengganu,metallic,tin_ore,1/1/18,0
Terengganu,metallic,tin_ore,1/1/19,0
Terengganu,metallic,tin_ore,1/1/20,0
Terengganu,metallic,tin_ore,1/1/21,184
Terengganu,metallic,xenotime,1/1/16,0
Terengganu,metallic,xenotime,1/1/17,0
Terengganu,metallic,xenotime,1/1/18,0
Terengganu,metallic,xenotime,1/1/19,0
Terengganu,metallic,xenotime,1/1/20,0
Terengganu,metallic,xenotime,1/1/21,0
Terengganu,metallic,zircon,1/1/16,0
Terengganu,metallic,zircon,1/1/17,0
Terengganu,metallic,zircon,1/1/18,0
Terengganu,metallic,zircon,1/1/19,0
Terengganu,metallic,zircon,1/1/20,0
Terengganu,metallic,zircon,1/1/21,0
Terengganu,non_metallic,aggregates,1/1/16,13609168
Terengganu,non_metallic,aggregates,1/1/17,3854390
Terengganu,non_metallic,aggregates,1/1/18,3719975
Terengganu,non_metallic,aggregates,1/1/19,3170088
Terengganu,non_metallic,aggregates,1/1/20,2577425
Terengganu,non_metallic,aggregates,1/1/21,3293559
Terengganu,non_metallic,clay,1/1/16,833365
Terengganu,non_metallic,clay,1/1/17,17127
Terengganu,non_metallic,clay,1/1/18,8706
Terengganu,non_metallic,clay,1/1/19,8112
Terengganu,non_metallic,clay,1/1/20,9191
Terengganu,non_metallic,clay,1/1/21,6467
Terengganu,non_metallic,earth_materials,1/1/16,1291383
Terengganu,non_metallic,earth_materials,1/1/17,2042710
Terengganu,non_metallic,earth_materials,1/1/18,6705172
Terengganu,non_metallic,earth_materials,1/1/19,6466661
Terengganu,non_metallic,earth_materials,1/1/20,2645670
Terengganu,non_metallic,earth_materials,1/1/21,0
Terengganu,non_metallic,feldspar,1/1/16,0
Terengganu,non_metallic,feldspar,1/1/17,0
Terengganu,non_metallic,feldspar,1/1/18,0
Terengganu,non_metallic,feldspar,1/1/19,0
Terengganu,non_metallic,feldspar,1/1/20,0
Terengganu,non_metallic,feldspar,1/1/21,0
Terengganu,non_metallic,kaolin,1/1/16,0
Terengganu,non_metallic,kaolin,1/1/17,14604
Terengganu,non_metallic,kaolin,1/1/18,45098
Terengganu,non_metallic,kaolin,1/1/19,19500
Terengganu,non_metallic,kaolin,1/1/20,31000
Terengganu,non_metallic,kaolin,1/1/21,7500
Terengganu,non_metallic,limestone,1/1/16,965059
Terengganu,non_metallic,limestone,1/1/17,0
Terengganu,non_metallic,limestone,1/1/18,0
Terengganu,non_metallic,limestone,1/1/19,0
Terengganu,non_metallic,limestone,1/1/20,0
Terengganu,non_metallic,limestone,1/1/21,0
Terengganu,non_metallic,mica,1/1/16,0
Terengganu,non_metallic,mica,1/1/17,0
Terengganu,non_metallic,mica,1/1/18,0
Terengganu,non_metallic,mica,1/1/19,0
Terengganu,non_metallic,mica,1/1/20,0
Terengganu,non_metallic,mica,1/1/21,0
Terengganu,non_metallic,sand_and_gravel,1/1/16,2337040
Terengganu,non_metallic,sand_and_gravel,1/1/17,729792
Terengganu,non_metallic,sand_and_gravel,1/1/18,884097
Terengganu,non_metallic,sand_and_gravel,1/1/19,723852
Terengganu,non_metallic,sand_and_gravel,1/1/20,984182
Terengganu,non_metallic,sand_and_gravel,1/1/21,1152249
Terengganu,non_metallic,silica,1/1/16,160000
Terengganu,non_metallic,silica,1/1/17,259028
Terengganu,non_metallic,silica,1/1/18,504093
Terengganu,non_metallic,silica,1/1/19,565644
Terengganu,non_metallic,silica,1/1/20,998824
Terengganu,non_metallic,silica,1/1/21,1131753
W.P. Kuala Lumpur,energy,coal,1/1/16,0
W.P. Kuala Lumpur,energy,coal,1/1/17,0
W.P. Kuala Lumpur,energy,coal,1/1/18,0
W.P. Kuala Lumpur,energy,coal,1/1/19,0
W.P. Kuala Lumpur,energy,coal,1/1/20,0
W.P. Kuala Lumpur,energy,coal,1/1/21,0
W.P. Kuala Lumpur,metallic,bauxite,1/1/16,0
W.P. Kuala Lumpur,metallic,bauxite,1/1/17,0
W.P. Kuala Lumpur,metallic,bauxite,1/1/18,0
W.P. Kuala Lumpur,metallic,bauxite,1/1/19,0
W.P. Kuala Lumpur,metallic,bauxite,1/1/20,0
W.P. Kuala Lumpur,metallic,bauxite,1/1/21,0
W.P. Kuala Lumpur,metallic,gold,1/1/16,0
W.P. Kuala Lumpur,metallic,gold,1/1/17,0
W.P. Kuala Lumpur,metallic,gold,1/1/18,0
W.P. Kuala Lumpur,metallic,gold,1/1/19,0
W.P. Kuala Lumpur,metallic,gold,1/1/20,0
W.P. Kuala Lumpur,metallic,gold,1/1/21,0
W.P. Kuala Lumpur,metallic,ilmenite,1/1/16,0
W.P. Kuala Lumpur,metallic,ilmenite,1/1/17,0
W.P. Kuala Lumpur,metallic,ilmenite,1/1/18,0
W.P. Kuala Lumpur,metallic,ilmenite,1/1/19,0
W.P. Kuala Lumpur,metallic,ilmenite,1/1/20,0
W.P. Kuala Lumpur,metallic,ilmenite,1/1/21,0
W.P. Kuala Lumpur,metallic,iron_ore,1/1/16,0
W.P. Kuala Lumpur,metallic,iron_ore,1/1/17,0
W.P. Kuala Lumpur,metallic,iron_ore,1/1/18,0
W.P. Kuala Lumpur,metallic,iron_ore,1/1/19,0
W.P. Kuala Lumpur,metallic,iron_ore,1/1/20,0
W.P. Kuala Lumpur,metallic,iron_ore,1/1/21,0
W.P. Kuala Lumpur,metallic,manganese,1/1/16,0
W.P. Kuala Lumpur,metallic,manganese,1/1/17,0
W.P. Kuala Lumpur,metallic,manganese,1/1/18,0
W.P. Kuala Lumpur,metallic,manganese,1/1/19,0
W.P. Kuala Lumpur,metallic,manganese,1/1/20,0
W.P. Kuala Lumpur,metallic,manganese,1/1/21,0
W.P. Kuala Lumpur,metallic,monazite,1/1/16,0
W.P. Kuala Lumpur,metallic,monazite,1/1/17,0
W.P. Kuala Lumpur,metallic,monazite,1/1/18,0
W.P. Kuala Lumpur,metallic,monazite,1/1/19,0
W.P. Kuala Lumpur,metallic,monazite,1/1/20,0
W.P. Kuala Lumpur,metallic,monazite,1/1/21,0
W.P. Kuala Lumpur,metallic,rutile,1/1/16,0
W.P. Kuala Lumpur,metallic,rutile,1/1/17,0
W.P. Kuala Lumpur,metallic,rutile,1/1/18,0
W.P. Kuala Lumpur,metallic,rutile,1/1/19,0
W.P. Kuala Lumpur,metallic,rutile,1/1/20,0
